Part Name,Part Density(g/cm(Cube)),Tensile Strength(Mpa),Stiffness(Gpa),Thermal Conductivity(Watt Per Meter Kelvin),Cost(RS),Stress Requirement(Mpa),Operating Temperature(Degree centigrade),Suggested Material
Centrifugal Clutches,6.181475781,485.4300522,164.8848371,6.327603308,5023.498544,519.0970186,784.6289212,Titanium
Fuel Pumps,4.248286097,360.35503,21.24999471,139.1283857,3418.497506,328.9412942,515.8104186,Stainless Steel
Timing Gears,6.181706762,771.3508855,129.8588848,96.13320669,1752.780092,978.8860562,544.9785969,High Carbon Steel
Shaft Seals,4.534582758,134.3900647,205.9253502,190.262103,5710.94532,607.9710897,673.7320838,Titanium
Oil Pumps,2.254163835,134.4750258,66.79207208,49.02954544,3884.557866,746.7173075,700.2475653,High-speed Steel
Pneumatic Brakes,5.953873359,760.4875538,96.07698781,104.8610352,2615.981327,673.024197,623.1959314,Stainless Steel
Turbine Blade,6.627159082,706.1953157,69.22160029,139.9977892,2359.88045,176.885043,149.1654885,Stainless Steel
Gaskets,3.815549903,325.0018296,69.0385176,160.8217689,514.6805914,491.8913036,735.8437225,Letnol
Engine Blocks,7.17279144,1360.344542,184.9789375,182.5054169,5875.331627,336.0856258,193.4202084,Carbon Fiber
Cam,5.971874864,777.7049437,208.4374458,109.8370845,3703.531595,325.560078,125.9054424,High-speed Steel
Bell Crank Linkages,5.996027818,832.5405011,123.4785332,152.0728011,3420.553307,579.3117047,566.3635174,High-speed Steel
Disc Clutches,6.038236635,1394.369108,195.3972121,86.42724068,3790.877909,708.7929773,491.0881861,High-speed Steel
Electromagnetic Clutches,7.741946556,548.2616422,23.81121033,98.82709401,1422.618408,523.8134621,469.3520979,Brass
Disc Clutches,7.428392045,1104.981524,196.4673415,194.8900822,724.9076052,956.0588773,526.3240636,High Carbon Steel
Pistons,5.093020859,1388.516219,142.6132397,127.6728044,4629.258856,839.6069911,460.1736659,Titanium
Centrifugal Pumps,5.570631052,383.1964949,135.9351864,80.67367059,3909.206158,775.5513286,301.7463293,High-speed Steel
Piston,4.444303772,1471.415123,100.0299752,144.8052395,4670.488339,146.4296297,774.6301599,Titanium
Planetary Gears,5.886052795,672.6476877,113.9200757,152.463812,5535.886432,618.6477004,711.4937296,Titanium
Housing,7.708788007,1276.254711,8.929624876,142.7159789,5760.419155,546.3268149,544.9566896,Carbon Fiber
Valves,2.555365225,721.97801,175.5295283,139.4499138,2183.931058,795.976069,505.2272676,High-strength Steel
Lip Seals,3.539784008,232.2539754,134.5229789,180.6506421,2438.73929,342.1688194,724.7746436,Stainless Steel
Centrifugal Pumps,7.993407464,188.9817289,169.3096086,60.10360006,5559.990481,972.438913,270.5262034,Titanium
Drum Brakes,6.010652145,832.1370541,109.080408,195.455923,2427.920041,747.4290543,347.434453,Stainless Steel
Timing Chains,2.628375392,1025.395274,177.5471959,137.3533952,2868.591447,411.0816923,545.3340791,Stainless Steel
Vane Pumps,5.028938276,1479.920867,50.17049544,145.584971,3432.735295,369.3113862,743.3379237,High-speed Steel
Wheel,7.103841474,270.1342187,124.8136103,21.00029171,4468.519669,347.5729767,407.0994627,Titanium
Valves,3.191054296,1369.044199,18.85073542,48.01839607,3990.584857,905.3404347,458.4755836,High-speed Steel
Hydraulic Brakes,3.757647206,1338.755556,138.8831869,63.95572419,4957.741333,544.0814275,452.0239764,Titanium
Ball Bearing,2.118979861,886.4189744,12.12482564,32.11758629,2640.746583,288.3673645,55.21619147,Stainless Steel
Spur Gears,6.580207878,1101.267658,12.60588955,55.18276203,765.4465835,264.0219437,644.7244981,Medium Carbon Steel
Oil Pumps,5.718433925,1077.882623,9.565460123,149.7647819,1427.047504,324.3080007,663.5927719,High Carbon Steel
Regenerative Brakes,2.730317796,1017.936967,15.31312703,69.75416474,5804.550548,175.1562782,688.0265059,Carbon Fiber
Wheel,5.209477883,711.4162374,8.848118006,126.0478264,877.4168756,157.8174947,771.1427776,Letnol
Shaft Seals,4.154740649,1035.528466,197.1970541,62.61937835,960.0888955,375.6026567,708.9835659,Medium Carbon Steel
Worm Gears,2.570462237,610.3959756,161.5566452,143.4879163,1324.960691,425.9042202,299.1086815,Medium Carbon Steel
Diaphragm Pumps,6.007012904,1264.254014,55.05206565,47.65333112,491.9373775,753.5505977,526.1797723,Medium Carbon Steel
Housing,1.374224542,850.9471056,24.50657375,84.69159829,5685.034676,858.6042492,675.0509388,Carbon Fiber
Double Wishbone Linkages,5.838474826,996.7175695,157.2808015,198.1111906,3771.111095,822.3023357,230.6706501,High-speed Steel
Rack and Pinion Gears,5.888456867,127.583841,90.42391216,0.436981058,2034.754311,194.2974322,630.727668,Mild Steel
Parking Brakes,7.011755748,911.085197,122.4321232,188.5916034,4595.819124,888.8563847,329.993715,Titanium
Gaskets,5.851892445,362.6593391,146.3174777,171.168963,3551.742469,441.5857389,631.5499423,Stainless Steel
Fuel Pumps,2.414443011,167.6379324,29.85376638,18.05683807,3245.940648,602.5470053,314.5446854,Stainless Steel
Positive Displacement Pumps,4.623360328,698.0713288,26.22331842,3.752022403,2444.294378,135.2833475,390.1003194,Stainless Steel
Engine Blocks,2.30193767,272.0850023,3.717054299,157.6375541,634.5971657,718.1981253,590.973869,Letnol
Engine Blocks,2.889319259,1174.205385,74.31299324,195.0405591,5745.78845,502.0014525,276.9183121,Carbon Fiber
Rocker Arms,7.052221513,316.7965233,100.9203005,83.1127565,3558.228669,936.1296424,227.5966581,High-speed Steel
Worm Gears,6.556692801,430.9935773,120.2142062,94.39484696,5954.706758,271.2487024,736.4772223,Carbon Fiber
Wheel,7.048660444,461.1396863,26.68951672,174.2875909,5550.691442,71.39089925,631.2299675,Titanium
Sealing Washers,4.941963267,1402.797778,189.003456,70.03435127,1121.628639,665.8473086,588.2609303,High Carbon Steel
Gear Pumps,6.779955937,74.00037274,38.14728591,25.69977548,1710.127315,100.609166,420.2222415,Mild Steel
Spark Plugs,6.934695855,1020.801585,49.39892061,95.33676789,3526.217273,254.6256505,541.8398854,High-speed Steel
Crank Linkage Systems,2.521613447,438.5788164,129.3097084,57.47025267,1168.751556,441.0861018,609.7463448,Low Carbon Steel
Coupling,4.685560103,1467.109769,28.93487357,140.5555386,3099.157693,302.9638972,786.0116569,High-speed Steel
Multi-plate Clutches,2.180942713,1434.84311,21.91650016,50.32668799,2214.799107,524.574502,785.2594676,High-strength Steel
Fuel Injectors,4.123048453,652.705008,116.0662533,105.0374214,4876.771464,126.9216261,479.7009598,Titanium
Turbine Blade,7.268781985,684.3385729,176.6295628,114.4225626,5651.772523,230.4480476,401.5145337,Carbon Fiber
Centrifugal Clutches,1.200134299,707.5243786,181.599974,187.3985101,5072.085947,615.3614472,572.9444378,Titanium
Drum Brakes,2.89542504,1164.904389,136.7425223,30.62229375,1821.783624,409.2674354,426.7312491,High-strength Steel
Cam,4.678918075,328.292294,175.377601,161.4155452,4350.194862,843.2661569,97.65481686,Titanium
Cylinder Heads,1.402736979,54.37610765,164.6333975,141.6449532,5601.231816,707.1288027,201.0532974,Titanium
Engine Blocks,5.934085174,436.4320291,81.42076469,117.999418,1794.041449,713.9520712,303.6286965,Brass
Cylinder Heads,7.422771017,487.3145588,164.4426672,139.4922833,1432.117549,219.2251018,94.60385791,Aluminum Alloy
Valve,3.407908127,534.8897609,40.90346989,170.9838415,1547.008199,437.2053262,319.1406296,Aluminum Alloy
Diaphragm Pumps,1.050349959,718.5373003,110.6158491,96.57502114,5970.636459,379.443009,612.7068646,Carbon Fiber
Timing Chains,2.161683614,499.2806921,30.8896782,33.56499269,3851.648442,443.9437913,691.9765486,High-speed Steel
Piston,2.091168849,1371.913507,61.18645367,164.0380305,3902.317141,136.1291197,257.3970198,High-speed Steel
Parking Brakes,4.537186199,1069.094664,168.1378501,4.008392841,3014.018266,667.0473512,396.4724742,High-speed Steel
Housing,5.998722667,1277.645342,118.930847,38.10326918,2345.430855,104.2212054,205.2239056,Stainless Steel
Valve,7.12669526,1424.38663,121.2440137,141.3304897,3730.059936,483.3612062,728.0381763,High-speed Steel
Wheel,1.3253551,1201.170707,155.9593313,71.59639163,1026.721188,502.1431649,277.3165279,High Carbon Steel
Intake Manifolds,5.032646952,407.0014582,162.9108821,16.87512474,4183.300777,501.4478561,548.95318,Titanium
O-rings,7.692714677,947.6164094,205.6963191,112.2908098,2025.749974,71.28976001,617.0808545,High-strength Steel
Intake Manifolds,3.989350526,1093.069975,78.70779658,178.2069484,5763.501646,365.863704,770.1500578,Carbon Fiber
Rocker Arms,5.695841769,525.2806578,57.41120415,17.15858208,3488.182251,182.6931961,519.4828884,Stainless Steel
Flywheel,6.648199008,793.93924,132.7255678,93.45094448,1768.090582,120.3032063,742.4892046,Brass
Sealing Washers,7.682263159,876.7515739,208.1921663,112.5770927,2449.851292,812.1819142,509.6940395,Stainless Steel
Oil Pumps,4.414767186,156.0669701,158.0815673,146.7147183,2084.081004,586.9530484,189.4824712,Aluminum Alloy
Shaft Seals,7.657023913,1380.670172,52.77635007,22.58979228,3049.49527,725.9323245,356.8074682,High-speed Steel
Bell Crank Linkages,7.588764248,1294.782392,61.91860789,184.5183119,1448.682183,100.0570678,447.1813694,Medium Carbon Steel
Sealing Washers,7.693333683,956.9029484,4.907077924,185.4452631,4378.446364,775.7500657,282.4991216,Titanium
Peristaltic Pumps,6.302599855,350.6371056,103.3551167,167.0165172,3010.086831,227.2644772,501.8041336,Stainless Steel
Fuel Injectors,6.62329817,186.6713202,91.42742256,98.42358738,858.4482026,106.9372963,221.4778971,Grey Cast Iron
Regenerative Brakes,1.707387752,399.1324107,28.76415616,141.1410478,2087.842789,603.1633543,790.1063726,High-strength Steel
Piston,6.295906746,633.0517403,83.2474452,54.81172887,3896.272486,327.9405641,620.9237721,High-speed Steel
Cone Clutches,5.20968765,849.5803711,62.92006071,0.643655408,3236.622536,591.5197764,55.27487642,High-speed Steel
Hydraulic Clutches,6.220854832,301.3651336,4.016539768,26.70297359,1485.51579,923.3600669,219.4482849,Brass
Crankshaft,3.727412283,603.5922483,110.3163644,42.57011512,3474.818583,926.9905835,531.4574634,High-speed Steel
Fuel Pumps,7.391034866,1365.900171,66.18574712,50.08038107,2441.239753,647.6464257,272.5865647,High-strength Steel
Worm Gears,1.977126794,515.8564148,86.97860504,103.9890452,2471.6392,371.5920224,404.3537173,Stainless Steel
Oil Pumps,2.677678495,730.5857109,160.5310182,76.23604317,4199.771306,458.3298997,157.5448807,Titanium
Flywheel,6.490555534,1018.766711,190.7904002,37.3415032,2638.957016,523.4252384,293.646991,Stainless Steel
Engine Blocks,7.388352812,205.0490438,80.34524654,71.8943213,5146.337165,594.8079324,662.9885545,Titanium
Timing Chains,1.287952121,61.11647902,53.90851251,157.4681486,2538.543745,847.7642778,109.7846282,Stainless Steel
Intake Manifolds,4.797684486,1380.105454,139.2139551,76.97797466,864.0454286,914.8276728,147.2134365,High Carbon Steel
Fuel Pumps,3.530130777,1269.821399,114.3782756,101.2969326,3300.312462,150.5771213,728.3197337,High-speed Steel
Four Bar Linkages,2.46795204,465.0306334,135.5123014,154.3354869,487.0574698,628.69432,611.8721619,Letnol
Intake Manifolds,6.558549918,310.891282,162.9679891,18.17836723,2640.343774,343.6240611,578.4481805,Stainless Steel
Gear Pumps,2.191623121,43.30405079,140.0417546,23.59410534,5373.272377,423.1289877,432.9917262,Titanium
Wheel,3.758118816,107.6832049,167.5619326,30.4081779,1872.960058,759.1657212,438.6357951,Mild Steel
Bearing,6.258506419,1493.169613,26.64402471,168.1416011,2946.58783,120.0832093,403.2173709,High-speed Steel
Spring,1.746588496,119.3406184,152.5144815,116.9696889,4302.75378,678.1805906,647.4112682,Titanium
Hydraulic Brakes,1.370009129,70.48274206,83.54007293,12.50723861,4079.757322,140.9165446,328.176938,Titanium
Electromagnetic Clutches,4.12925234,114.568458,31.37169496,155.240835,5365.189496,40.64869143,765.8481545,Titanium
Centrifugal Clutches,1.03953584,1486.686445,169.8740977,59.8960271,4530.939067,769.6001443,455.6089332,Titanium
Disc Clutches,1.113426722,935.2450325,169.0759339,199.2532675,678.8802955,135.1730986,417.1222296,Letnol
Worm Gears,5.996999156,1055.939383,189.6709097,68.51597582,2106.301732,818.0632233,68.01944007,High-strength Steel
Regenerative Brakes,2.69810274,1337.967028,200.440143,71.27239003,3991.95651,204.6152331,140.1183703,Titanium
Turbine,2.714706757,646.0944758,2.194790694,68.36237174,2409.889078,78.87610147,544.0931511,Stainless Steel
Gear Wheels,5.155852541,1485.622707,156.4187891,157.0605877,5162.587189,576.6528913,564.9064587,Titanium
Disc Brakes,2.638567216,77.80915155,83.53657063,173.8865544,5029.927221,147.7039934,638.3790897,Titanium
Spark Plugs,4.479545615,383.2062278,93.39272263,30.92561437,5887.602464,375.2916992,525.6970444,Carbon Fiber
Valve,6.873250868,620.9832307,97.98810138,86.38440161,1014.290311,464.8494626,509.8307025,Medium Carbon Steel
Camshafts,2.885146152,870.3905607,44.75508156,65.6985805,1037.326542,218.4821045,166.9534492,Medium Carbon Steel
Shaft,1.559595105,337.8972067,66.85121256,179.3756197,5356.181836,644.2111581,179.1439974,Titanium
Engine Blocks,3.635077063,418.7600937,117.3608021,168.7926176,2337.902023,829.9183773,737.7113101,Stainless Steel
Rocker Arms,7.465050597,777.7937229,38.72761176,66.39139238,3813.916966,432.9983654,411.0321313,High-speed Steel
Housing,2.815760089,941.0349556,46.68042012,47.35043849,5850.027038,608.0282927,612.3614666,Carbon Fiber
Hydraulic Clutches,3.03732529,417.2403567,61.19869775,77.70434052,926.1179924,890.3459105,555.0727317,Medium Carbon Steel
Coupling,3.408228875,592.7292343,120.0979221,109.8715526,2201.994707,356.5879763,126.3692525,High-strength Steel
Sealing Washers,7.395072026,973.1459791,38.37188508,160.8903182,2645.955459,590.553855,455.3753189,Stainless Steel
Disc Clutches,3.024500828,1466.383578,152.5125362,94.96940729,3137.769902,892.7076449,673.7242465,High-speed Steel
Pistons,2.106899433,89.61368727,42.23123444,91.97080458,4569.182483,891.3218049,471.2180741,Titanium
Crankshafts,5.76650793,1261.720346,180.7142121,52.58216709,1573.524812,593.7964917,321.0886976,High Carbon Steel
Positive Displacement Pumps,2.204786103,204.5818308,186.1921484,56.7503645,4849.357113,180.2319911,253.9599163,Titanium
Centrifugal Clutches,6.274228116,1037.367965,158.0950613,69.49216664,2003.086778,333.4908264,703.9217962,High-strength Steel
Camshafts,3.588028581,1307.450229,113.9620088,101.3995027,865.8814243,961.7622039,77.70080699,High Carbon Steel
Crank Linkage Systems,2.562704515,824.939095,66.40400983,24.90752298,4407.599987,260.6389945,565.6993158,Titanium
Coupling,5.806983811,948.3938072,197.5862023,165.401406,2375.709929,830.8830119,378.9992486,High-strength Steel
Pneumatic Brakes,5.042310533,875.7333494,45.43351762,104.5971508,1097.537351,132.5808062,755.1492603,Medium Carbon Steel
Connecting Rods,7.823066276,723.9260857,45.36689001,177.582216,3079.725315,700.3040531,106.2794424,High-speed Steel
Multi-plate Clutches,5.560875529,58.26139505,86.60103367,169.8138083,420.6314482,380.0646058,224.9765246,Rubber
Cam,3.943673804,1342.164769,45.26510686,193.87796,4233.922083,365.9713796,698.6941118,Titanium
Wheel,6.307788106,593.3213717,67.48582721,191.7466079,5636.757155,491.3036871,89.02539161,Carbon Fiber
Wheel,5.707944895,645.0019926,130.8579229,35.47661091,3379.252899,674.3916114,738.9559176,High-speed Steel
Gear,4.637568727,1421.830931,203.5284241,63.1501113,5967.343271,568.5803948,683.6915515,Carbon Fiber
Crankshafts,4.275294362,523.9340781,72.83659745,68.10006907,2240.770267,725.1760079,504.7891079,High-strength Steel
Water Pumps,4.55391288,1449.608442,86.34070082,73.5059514,5624.077603,100.462985,441.5393201,Carbon Fiber
Shaft Seals,4.367151324,1026.132647,98.454928,173.4945241,1865.22229,881.2916541,488.7501681,High-strength Steel
Disc Clutches,1.760843089,1184.312906,37.56287784,132.9139171,5788.590963,395.6771386,210.1196788,Carbon Fiber
Oil Pumps,4.916794851,1457.006841,66.25480471,33.87210589,630.8549343,833.0847785,320.7350587,High Carbon Steel
Turbine,3.291069654,847.2954726,153.9266877,21.05164344,5018.497603,356.8933749,721.7250368,Titanium
Electromagnetic Clutches,1.131590374,1012.224517,145.10097,13.66895719,4070.035028,504.5423031,658.8019257,Titanium
Oil Pumps,5.781789523,1449.755381,68.6541745,145.2897823,2583.889102,578.0416244,406.6998957,High-speed Steel
Drum Brakes,6.097161221,1264.280956,112.6816238,136.4679977,981.3428484,612.0442203,362.4953715,High Carbon Steel
Peristaltic Pumps,1.240136919,190.3945646,192.976642,116.3590345,5259.230901,959.9890215,282.6542586,Titanium
Ball Bearing,1.180324679,1179.368221,19.06813521,81.56854098,2722.83157,287.2259631,787.3383086,Stainless Steel
Hydraulic Brakes,1.932175871,637.6918616,57.23084056,112.010423,2823.118309,686.541057,561.808919,Stainless Steel
Camshafts,4.924406504,1041.395848,128.2961238,172.0676909,4697.377198,875.6759402,166.0905188,Titanium
Crankshaft,5.798254038,770.8529987,55.5027484,193.3987621,890.1501147,223.9781489,713.7963281,Letnol
Pistons,7.320561942,1426.023869,78.95447111,107.7448426,3433.281142,107.5137032,127.6658949,High-speed Steel
Turbine Blade,5.631383369,36.24697025,60.02528201,2.990164195,2415.737441,797.6169198,207.5943922,Stainless Steel
Spur Gears,2.54438614,441.6567039,127.8032132,38.54594134,5442.119678,225.5060903,556.6305928,Titanium
Multi-plate Clutches,6.696674647,203.2908497,70.71480038,194.639623,4110.141211,207.5050939,421.1025719,Titanium
Centrifugal Clutches,3.817575429,1204.833924,7.422066337,23.88867276,2540.724853,275.5854855,455.8048586,Stainless Steel
Exhaust Manifolds,7.827324617,599.2937303,39.26092075,58.60270932,5137.241606,485.6522292,460.4372773,Titanium
Double Wishbone Linkages,6.208317279,1305.389237,33.94765598,166.1077673,4739.795446,959.0578891,186.2719744,Titanium
Centrifugal Clutches,3.087646533,532.9426503,44.67330065,134.2252465,671.7304474,657.9444526,776.0483787,Letnol
Fuel Pumps,5.708467967,151.5128876,24.69802025,130.0340501,5506.993858,293.1698058,551.6357855,Titanium
Planetary Gears,6.760175168,1445.493665,137.7490621,5.756908609,4394.333044,184.2769717,495.7505316,Titanium
Timing Gears,5.552356283,482.5098232,138.2223654,146.2309719,3293.677908,844.9051497,756.1164939,High-speed Steel
Four Bar Linkages,7.294106904,293.0260643,116.890594,18.36051183,803.6386235,307.7537463,399.1644711,Letnol
